"VID","AG","ID","VE","TITLE","DESCR","CSV","DE","META","GEO","TAGS"
DV_SDG_NC,SPC,DF_SDG,"3.0",SDG country package for New Caledonia,More statistical data on PDH.STAT: https://stats.pacificdata.org/,"{ ""All SDG data for New Caledonia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG,3.0/..NC........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 01 data for New Caledonia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_01,3.0/..NC........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 02 data for New Caledonia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_02,3.0/..NC........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 03 data for New Caledonia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_03,3.0/..NC........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 04 data for New Caledonia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_04,3.0/..NC........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 05 data for New Caledonia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_05,3.0/..NC........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 06 data for New Caledonia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_06,3.0/..NC........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 07 data for New Caledonia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_07,3.0/..NC........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 08 data for New Caledonia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_08,3.0/..NC........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 09 data for New Caledonia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_09,3.0/..NC........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 10 data for New Caledonia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_10,3.0/..NC........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 11 data for New Caledonia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_11,3.0/..NC........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 12 data for New Caledonia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_12,3.0/..NC........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 13 data for New Caledonia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_13,3.0/..NC........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 14 data for New Caledonia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_14,3.0/..NC........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 15 data for New Caledonia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_15,3.0/..NC........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 16 data for New Caledonia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_16,3.0/..NC........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"" , ""SDG 17 data for New Caledonia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_17,3.0/..NC........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"" }",https://stats.pacificdata.org/vis?dq=A..NC._T._T._T._T._T._T._Z._T&pd=2010%2C&frequency=A&lc=en&df[ds]=SPC2&df[id]=DF_SDG&df[ag]=SPC&df[vs]=3.0,"",NC,"PDH.STAT,DEVELOPMENT,SEX,AGE,URBANIZATION,INCOME,EDUCATION,OCCUPATION,DISABILITY"
DV_SDG_NR,SPC,DF_SDG,"3.0",SDG country package for Nauru,More statistical data on PDH.STAT: https://stats.pacificdata.org/,"{ ""All SDG data for Nauru"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG,3.0/..NR........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 01 data for Nauru"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_01,3.0/..NR........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 02 data for Nauru"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_02,3.0/..NR........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 03 data for Nauru"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_03,3.0/..NR........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 04 data for Nauru"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_04,3.0/..NR........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 05 data for Nauru"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_05,3.0/..NR........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 06 data for Nauru"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_06,3.0/..NR........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 07 data for Nauru"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_07,3.0/..NR........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 08 data for Nauru"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_08,3.0/..NR........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 09 data for Nauru"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_09,3.0/..NR........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 10 data for Nauru"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_10,3.0/..NR........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 11 data for Nauru"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_11,3.0/..NR........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 12 data for Nauru"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_12,3.0/..NR........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 13 data for Nauru"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_13,3.0/..NR........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 14 data for Nauru"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_14,3.0/..NR........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 15 data for Nauru"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_15,3.0/..NR........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 16 data for Nauru"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_16,3.0/..NR........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"" , ""SDG 17 data for Nauru"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_17,3.0/..NR........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"" }",https://stats.pacificdata.org/vis?dq=A..NR._T._T._T._T._T._T._Z._T&pd=2010%2C&frequency=A&lc=en&df[ds]=SPC2&df[id]=DF_SDG&df[ag]=SPC&df[vs]=3.0,"",NR,"PDH.STAT,DEVELOPMENT,SEX,AGE,URBANIZATION,INCOME,EDUCATION,OCCUPATION,DISABILITY"
DV_SDG_NU,SPC,DF_SDG,"3.0",SDG country package for Niue,More statistical data on PDH.STAT: https://stats.pacificdata.org/,"{ ""All SDG data for Niue"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG,3.0/..NU........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 01 data for Niue"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_01,3.0/..NU........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 02 data for Niue"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_02,3.0/..NU........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 03 data for Niue"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_03,3.0/..NU........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 04 data for Niue"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_04,3.0/..NU........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 05 data for Niue"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_05,3.0/..NU........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 06 data for Niue"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_06,3.0/..NU........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 07 data for Niue"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_07,3.0/..NU........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 08 data for Niue"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_08,3.0/..NU........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 09 data for Niue"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_09,3.0/..NU........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 10 data for Niue"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_10,3.0/..NU........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 11 data for Niue"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_11,3.0/..NU........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 12 data for Niue"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_12,3.0/..NU........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 13 data for Niue"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_13,3.0/..NU........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 14 data for Niue"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_14,3.0/..NU........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 15 data for Niue"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_15,3.0/..NU........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 16 data for Niue"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_16,3.0/..NU........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"" , ""SDG 17 data for Niue"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_17,3.0/..NU........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"" }",https://stats.pacificdata.org/vis?dq=A..NU._T._T._T._T._T._T._Z._T&pd=2010%2C&frequency=A&lc=en&df[ds]=SPC2&df[id]=DF_SDG&df[ag]=SPC&df[vs]=3.0,"",NU,"PDH.STAT,DEVELOPMENT,SEX,AGE,URBANIZATION,INCOME,EDUCATION,OCCUPATION,DISABILITY"
DV_POP_PYRAMID_VU,SPC,DF_POP_PROJ,"3.0",Population pyramid for Vanuatu,More statistical data on PDH.STAT: https://stats.pacificdata.org/,"{""Population pyramid for Vanuatu"" : ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_POP_PROJ,3.0/A.VU.MIDYEARPOPEST..?startPeriod=2022&endPeriod=2022&dimensionAtObservation=AllDimensions&format=csvfilewithlabels""}",https://stats.pacificdata.org/vis?fs[0]=Topic%2C0%7CPopulation%23POP%23&pg=0&fc=Topic&df[ds]=ds%3ASPC2&df[id]=DF_POP_PROJ&df[ag]=SPC&df[vs]=3.0&pd=2022%2C2022&dq=A.VU.MIDYEARPOPEST..&ly[rw]=AGE&ly[cl]=SEX,http://purl.org/spc/digilib/doc/gc4h2,VU,"PDH.STAT,POPULATION,SEX,AGE"
DV_POP_PYRAMID_WF,SPC,DF_POP_PROJ,"3.0",Population pyramid for Wallis and Futuna,More statistical data on PDH.STAT: https://stats.pacificdata.org/,"{""Population pyramid for Wallis and Futuna"" : ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_POP_PROJ,3.0/A.WF.MIDYEARPOPEST..?startPeriod=2022&endPeriod=2022&dimensionAtObservation=AllDimensions&format=csvfilewithlabels""}",https://stats.pacificdata.org/vis?fs[0]=Topic%2C0%7CPopulation%23POP%23&pg=0&fc=Topic&df[ds]=ds%3ASPC2&df[id]=DF_POP_PROJ&df[ag]=SPC&df[vs]=3.0&pd=2022%2C2022&dq=A.WF.MIDYEARPOPEST..&ly[rw]=AGE&ly[cl]=SEX,http://purl.org/spc/digilib/doc/gc4h2,WF,"PDH.STAT,POPULATION,SEX,AGE"
DV_SDG_MH,SPC,DF_SDG,"3.0",SDG country package for Marshall Islands,More statistical data on PDH.STAT: https://stats.pacificdata.org/,"{ ""All SDG data for Marshall Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG,3.0/..MH........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 01 data for Marshall Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_01,3.0/..MH........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 02 data for Marshall Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_02,3.0/..MH........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 03 data for Marshall Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_03,3.0/..MH........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 04 data for Marshall Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_04,3.0/..MH........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 05 data for Marshall Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_05,3.0/..MH........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 06 data for Marshall Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_06,3.0/..MH........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 07 data for Marshall Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_07,3.0/..MH........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 08 data for Marshall Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_08,3.0/..MH........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 09 data for Marshall Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_09,3.0/..MH........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 10 data for Marshall Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_10,3.0/..MH........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 11 data for Marshall Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_11,3.0/..MH........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 12 data for Marshall Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_12,3.0/..MH........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 13 data for Marshall Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_13,3.0/..MH........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 14 data for Marshall Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_14,3.0/..MH........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 15 data for Marshall Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_15,3.0/..MH........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 16 data for Marshall Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_16,3.0/..MH........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"" , ""SDG 17 data for Marshall Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_17,3.0/..MH........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"" }",https://stats.pacificdata.org/vis?dq=A..MH._T._T._T._T._T._T._Z._T&pd=2010%2C&frequency=A&lc=en&df[ds]=SPC2&df[id]=DF_SDG&df[ag]=SPC&df[vs]=3.0,"",MH,"PDH.STAT,DEVELOPMENT,SEX,AGE,URBANIZATION,INCOME,EDUCATION,OCCUPATION,DISABILITY"
DV_SDG_MP,SPC,DF_SDG,"3.0",SDG country package for Northern Mariana Islands,More statistical data on PDH.STAT: https://stats.pacificdata.org/,"{ ""All SDG data for Northern Mariana Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG,3.0/..MP........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 01 data for Northern Mariana Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_01,3.0/..MP........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 02 data for Northern Mariana Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_02,3.0/..MP........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 03 data for Northern Mariana Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_03,3.0/..MP........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 04 data for Northern Mariana Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_04,3.0/..MP........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 05 data for Northern Mariana Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_05,3.0/..MP........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 06 data for Northern Mariana Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_06,3.0/..MP........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 07 data for Northern Mariana Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_07,3.0/..MP........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 08 data for Northern Mariana Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_08,3.0/..MP........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 09 data for Northern Mariana Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_09,3.0/..MP........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 10 data for Northern Mariana Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_10,3.0/..MP........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 11 data for Northern Mariana Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_11,3.0/..MP........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 12 data for Northern Mariana Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_12,3.0/..MP........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 13 data for Northern Mariana Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_13,3.0/..MP........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 14 data for Northern Mariana Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_14,3.0/..MP........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 15 data for Northern Mariana Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_15,3.0/..MP........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 16 data for Northern Mariana Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_16,3.0/..MP........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"" , ""SDG 17 data for Northern Mariana Islands"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_17,3.0/..MP........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"" }",https://stats.pacificdata.org/vis?dq=A..MP._T._T._T._T._T._T._Z._T&pd=2010%2C&frequency=A&lc=en&df[ds]=SPC2&df[id]=DF_SDG&df[ag]=SPC&df[vs]=3.0,"",MP,"PDH.STAT,DEVELOPMENT,SEX,AGE,URBANIZATION,INCOME,EDUCATION,OCCUPATION,DISABILITY"
DV_SDG_PF,SPC,DF_SDG,"3.0",SDG country package for French Polynesia,More statistical data on PDH.STAT: https://stats.pacificdata.org/,"{ ""All SDG data for French Polynesia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG,3.0/..PF........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 01 data for French Polynesia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_01,3.0/..PF........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 02 data for French Polynesia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_02,3.0/..PF........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 03 data for French Polynesia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_03,3.0/..PF........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 04 data for French Polynesia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_04,3.0/..PF........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 05 data for French Polynesia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_05,3.0/..PF........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 06 data for French Polynesia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_06,3.0/..PF........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 07 data for French Polynesia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_07,3.0/..PF........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 08 data for French Polynesia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_08,3.0/..PF........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 09 data for French Polynesia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_09,3.0/..PF........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 10 data for French Polynesia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_10,3.0/..PF........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 11 data for French Polynesia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_11,3.0/..PF........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 12 data for French Polynesia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_12,3.0/..PF........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 13 data for French Polynesia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_13,3.0/..PF........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 14 data for French Polynesia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_14,3.0/..PF........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 15 data for French Polynesia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_15,3.0/..PF........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"", ""SDG 16 data for French Polynesia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_16,3.0/..PF........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"" , ""SDG 17 data for French Polynesia"" :  ""https://stats-sdmx-disseminate.pacificdata.org/rest/data/SPC,DF_SDG_17,3.0/..PF........?dimensionAtObservation=AllDimensions&format=csvfilewithlabels"" }",https://stats.pacificdata.org/vis?dq=A..PF._T._T._T._T._T._T._Z._T&pd=2010%2C&frequency=A&lc=en&df[ds]=SPC2&df[id]=DF_SDG&df[ag]=SPC&df[vs]=3.0,"",PF,"PDH.STAT,DEVELOPMENT,SEX,AGE,URBANIZATION,INCOME,EDUCATION,OCCUPATION,DISABILITY"
